mip;stdip;ekip;sip;mc;stdc;ekc;sc;target
11,03;31.47045676;5.994345191;36.69314003;155.5434783;69.40382014;-0.467133441;-0.805835416;1
93,36;44.90888943;0.582497043;0.598259241;1.825250836;12.34646434;11.45502604;177.6668327;0
76,84;44.27008325;1.883284618;4.619828099;1.822742475;14.56557142;12.68602242;182.2400012;1
85,23;36.12266749;0.663930956;2.765535821;2.681438127;15.87033654;8.498761341;90.54841258;0
97,50;44.21449847;0.242858373;0.484660517;1.87541806;12.05944159;11.18208869;181.3718462;0
71,36;39.08079259;2.287652077;7.856506241;56.75334448;80.17684382;0.955179239;-0.646309295;1
80,48;37.70775054;0.651394321;2.605016331;1.830267559;15.47380309;10.92297631;133.8551708;0
99,02;34.09441506;0.688584003;2.647684563;2.056856187;12.18496434;11.05438276;177.4538707;0
84,25;37.88469348;0.683532319;2.217337953;1.829431438;12.79923454;10.89514792;158.2677374;0
86,82;37.46924439;0.314491957;1.97216177;4.204849498;26.45635663;6.987946868;50.57958339;0
47,30;32.13777922;3.53345021;16.53491275;129.333612;79.08179103;-0.399639203;-1.034550242;1
93,32;43.2449299;0.320103162;0.91547072;1.641304348;17.43811609;11.34279772;133.6066322;0
64,20;48.01112491;2.348346315;5.995983453;101.0292642;70.70657475;0.348987541;-0.711533353;1
88,61;35.04266025;0.794415553;2.964896881;1.772575251;15.54334054;10.52082348;123.6145093;0
72,34;41.20172883;2.290134316;7.29838129;35.80016722;61.18147822;1.891264727;2.913210965;1
15,04;37.81459753;5.105033067;25.49731091;159.8494983;76.74001035;-0.575016194;-0.941293199;1
77,87;57.32205769;1.625574558;1.783832555;108.2583612;92.76053054;-0.07153223;-1.630271779;1
80,79;35.07706969;0.826183049;3.707455576;2.217391304;19.42926193;9.702679127;98.24124016;0
90,51;44.58629205;0.483678265;0.846910966;3.029264214;20.04705951;8.099442318;73.46131862;0
97,98;47.46034272;0.296463523;0.263468423;27.48327759;60.96164062;2.008609763;2.612302689;0
95,06;36.33820089;0.537868067;2.06190662;ÿםג.75;14.94544846;10.97402201;135.5510306;0
98,63;45.28069937;0.272941839;0.314727434;11.38712375;42.93268591;3.75104589;13.00847887;0
87,09;41.42546724;0.416574732;0.981521189;2.555183946;20.15440726;9.495578044;97.48268757;0
98,03;47.2288209;0.735388834;1.379763576;3.264214047;18.4864252;7.807851855;72.81646974;0
94,32;43.80513198;0.709628228;1.495058116;1.566889632;15.80349779;12.04862956;159.6772762;0
10,98;29.47191045;6.330570288;43.08600693;92.37876254;57.57735396;1.07537358;0.63000038;1
58,22;34.92982642;2.98209687;11.69646282;19.09949833;49.5573142;2.906033522;8.020109575;1
99,07;41.92220913;0.62461358;1.114662561;3.581103679;20.7713128;6.579653849;48.20853491;0
82,68;37.76674579;0.699401979;2.305708559;1.464046823;12.79787079;12.4368456;185.31126;0
24,73;30.09846208;5.660516554;35.16935086;33.05016722;65.62385842;2.076823061;3.221195515;1
92,19;42.53358048;0.436928438;0.870467646;11.34615385;34.51339583;3.277087692;10.86078786;0
48,80;31.8134353;3.15342787;16.26118785;9.649665552;38.64829635;4.27320931;17.84728062;1
63,61;33.49469043;2.495788534;11.79733027;16.27675585;52.56201461;3.254799608;9.284980364;1
87,69;48.11099634;0.795583022;0.707279599;60.54347826;83.01059055;0.989217856;-0.533603355;1
93,22;41.97486925;0.706053725;1.441287636;2.760033445;18.79719544;8.223260225;76.79679715;0
68,23;34.12282144;2.350389833;9.654794399;13.42892977;46.06024264;3.573530607;11.96268075;1
80,27;40.65892514;2.178480753;6.674711048;24.48244147;57.83898645;2.416628539;4.758867003;1
97,78;48.41518639;0.764503375;0.956568717;4.953177258;28.24358598;6.096649805;37.7713555;1
49,65;35.18002581;2.989773372;12.14572219;6.816053512;31.83774095;5.340635791;29.9632072;1
82,32;34.89357337;0.854997177;3.588773285;1.443979933;13.35310414;11.36030675;154.8767814;0
95,17;42.95730245;0.879437314;1.848678762;2.558528428;16.14987557;9.463292112;113.1898563;1
98,63;48.47387684;0.542209569;0.306662849;4.263377926;22.14678223;6.526476395;47.68302774;0
97,61;39.6009853;0.305397281;1.403402411;5.632943144;29.99194237;5.738389093;33.66772366;0
92,67;42.18858506;1.167883045;2.922436433;11.81354515;42.10203624;3.899759477;14.78652848;1
44,52;41.04836788;3.538023533;13.47873662;7.182274247;31.96860741;5.244196044;29.21446575;1
70,68;42.33865211;1.953791964;6.084634634;20.90301003;57.83641408;2.779721174;6.402859472;1
60,16;31.93069583;3.090685587;15.3087545;10.86705686;43.2616472;4.153655941;16.45841059;1
55,66;36.00939056;3.142723508;12.78200669;50.65802676;70.549925;1.29303812;0.620718311;1
87,80;39.19782731;0.721681406;2.058746725;2.642976589;14.06668753;8.387087156;103.7618076;0
50,93;32.59413856;3.647739924;17.38148313;33.86036789;57.92865293;2.229244728;4.419700221;1
14,69;34.72227986;5.338868819;28.42242062;131.8971572;65.63078514;-0.028542707;-0.4674551;1
58,64;55.96884378;2.125335015;3.888684256;67.66304348;79.51911913;0.855014716;-0.579443114;1
32,52;44.10356852;3.404557638;11.82359006;27.54180602;52.59607318;2.263988245;4.531248679;1
50,52;27.20264934;3.644463097;24.13786255;33.49331104;65.78648794;1.971153932;2.742912904;1
96,06;45.87768214;0.190182999;0.182430661;1.871237458;12.97573535;10.45434465;148.2012851;0
86,53;34.68224904;0.919729114;3.307515502;1.623745819;16.27683495;11.34528066;139.0372592;0
51,18;33.578135;3.540392619;18.44180873;47.2867893;72.85860815;1.386723455;0.620479802;1
41,89;28.68341049;4.707133919;30.38440322;12.98662207;44.03777819;3.739387485;13.61329582;1
70,24;62.11591308;1.467380578;1.379962883;80.69816054;75.42230069;0.516624722;-0.891577062;1
61,65;38.06051716;1.617625392;5.240351492;2.31187291;19.37611085;9.25488097;92.01099426;1
82,25;37.46373246;1.759015568;5.136681615;34.61956522;72.0302792;1.850996131;1.838605136;1
75,73;34.44594596;1.974610962;8.210833977;12.33277592;36.37485482;3.623148117;14.51918499;1
88,38;37.11700251;0.420997999;2.133087804;3.539297659;17.8209497;6.716827282;56.57912882;0
93,41;42.76306952;1.223184514;2.269114346;4.013377926;25.74157306;7.120837821;52.56244587;1
98,74;39.81858197;0.382145495;1.180475458;4.912207358;26.03984248;6.152003299;40.26232567;0
92,95;35.13764438;1.286211071;4.99227648;8.152173913;36.17957701;4.672915319;21.75470897;1
70,49;36.51241144;2.256866729;9.635625503;9.362876254;36.22604746;4.823065408;24.72999447;1
89,79;40.45322383;0.539807018;1.222230548;3.373745819;22.26564941;7.253275992;56.06917559;0
75,73;43.68543716;1.801754237;4.555957337;10.12792642;42.69567807;4.295452708;17.41990159;1
42,55;31.18037459;4.417519042;25.65261075;17.7173913;48.29203662;3.136579598;9.663884391;1
32,13;63.60171125;2.191145781;3.424513625;77.74498328;66.68108608;0.942460671;-0.058914231;1
25,45;31.24995215;5.365693006;31.54724723;50.27759197;65.14055962;1.376166315;1.163678808;1
92,71;50.13141361;1.128727696;1.43453526;11.52090301;39.2643949;3.568839975;12.3431203;1
65,40;46.69203289;2.241093368;5.810580891;87.96571906;72.43958153;0.509195807;-0.651626359;1
79,23;38.28480532;1.350382989;4.100627804;9.533444816;39.5055102;4.431321979;19.24790531;1
29,95;38.36540177;4.153427856;17.81368022;141.4607023;62.66037052;0.195576924;-0.757497279;1
60,72;37.98003947;2.314699831;8.663949457;17.06856187;48.22508869;3.301562763;10.74474943;1
98,91;43.25459468;0.522971273;0.792683684;7.450668896;34.2361718;4.852467339;23.58415103;0
89,44;39.44908705;0.70914704;2.225240098;1.358695652;12.83973503;12.59564802;192.2740508;0
74,55;39.23723108;2.382242416;7.96573733;13.0493311;44.73781003;3.707019777;13.32144303;1
39,84;27.79157284;4.45947239;29.42812768;12.80852843;36.05803054;3.668395685;15.30073457;1
83,61;46.92051696;0.688320155;0.502758271;3.214882943;25.02459952;8.106620795;66.61986438;0
51,66;39.3041898;2.815202984;11.14137416;6.239966555;28.42796049;5.83349508;37.5214919;1
73,78;35.79475728;2.048063948;7.981250084;12.42056856;45.11667756;3.717838389;12.73231408;1
65,54;33.70758964;2.10205517;9.023274646;6.836120401;34.04799239;5.25579593;27.14459466;1
41,16;42.11265351;3.444022674;12.31520271;45.91304348;68.04192194;1.351601776;0.729146111;1
47,59;38.53781372;3.064157395;10.29862309;152.0401338;60.60772268;-0.065605193;-0.579460692;1
92,38;46.38748503;1.014035059;2.064575015;8.622909699;37.80690391;4.700433544;21.79049377;1
69,20;52.62802239;1.751245798;2.749050248;37.23662207;69.41082701;1.658738447;1.334146201;1
57,45;35.75061376;2.875335669;12.16126995;3.996655518;27.60310539;7.373036537;54.98270763;1
88,52;50.73044033;1.165919766;0.944145383;108.0234114;66.29243353;-0.64040431;-0.835324546;1
73,00;38.8882614;2.342840717;6.780450648;133.8787625;68.69177328;-0.283185658;-0.436295877;1
89,76;45.67681067;0.96405992;1.841149022;4.777591973;29.49639794;6.256716043;38.48474417;1
85,67;34.3136064;1.90641735;7.070719335;27.96488294;53.62183736;2.288607321;5.200949801;1
20,80;35.84538381;4.686132238;22.27669719;124.5050167;71.51378571;-0.239924344;-0.596142712;1
13,95;28.42734945;6.874326;49.83630049;132.1555184;81.44223117;-0.271148371;-1.154878257;1
80,59;37.75135083;1.014137807;2.987489394;2.758361204;16.89261694;7.996174689;76.27662435;0
86,98;48.25752287;1.664957245;3.479541913;22.90384615;55.94717963;2.621128662;6.138580656;1
84,71;39.26813919;0.579595905;2.110222245;2.938963211;18.17879761;7.724942579;70.28972319;0
74,26;47.67389978;2.019289295;4.775811477;15.15468227;49.24629575;3.364227521;10.37875397;1
33,19;37.08072908;4.530470544;21.66516975;40.07608696;64.34953722;1.671463516;1.994201634;1
59,98;42.7858886;1.884458953;4.286739462;9.336956522;38.64735522;4.49136615;19.91623151;1
71,69;37.18109188;2.41964783;9.425293376;13.37876254;45.80014587;3.709283857;13.24802578;1
96,53;43.54558271;0.654937519;0.947032267;4.64548495;22.42467297;5.983683906;40.96650681;0
95,32;44.73444799;0.746467023;1.189597852;1.441471572;15.04138391;12.80414367;180.7183075;0
13,95;39.75331342;4.502423884;20.0925461;135.3586957;55.87221984;-0.011732849;-0.186721387;1
77,57;40.99536628;1.215544207;2.787567721;29.68561873;69.9744327;2.191309815;3.170994826;1
69,09;42.0893817;2.116612134;5.828386489;20.72408027;51.30550625;2.627254734;6.393733854;1
68,66;39.96077713;2.207951355;6.626120947;18.96070234;49.14829067;2.825848881;7.626327356;1
38,93;29.9672174;4.107268843;23.64494621;13.74331104;47.43966593;3.747314533;13.42716404;1
10,08;34.69298591;5.602282044;32.02867078;71.38879599;56.23080282;1.183233851;1.068630918;1
80,32;42.70391039;0.630036772;0.953625056;2.197324415;16.06350877;10.09815114;120.3451235;0
38,98;32.87238211;4.325521261;22.71500718;19.15384615;47.67966981;2.98125434;8.742633981;1
10,90;35.17497331;5.568873897;31.58574796;74.29180602;55.49252834;1.031262778;1.034482733;1
40,37;35.58108501;3.839410853;17.94680712;18.14046823;46.31754222;3.179053913;10.18303009;1
98,19;43.7745913;0.445107873;0.321881912;2.289297659;14.3029192;9.7158364;122.310139;0
84,25;34.71738577;0.696953641;3.500716418;4.988294314;25.9131208;5.888670573;37.29076619;0
88,19;44.14106471;0.818014052;1.547155429;1.450668896;13.11749354;11.48524921;161.5310535;0
74,84;39.23940489;0.896732758;2.26605696;7.630434783;31.56297326;4.415968846;19.88177884;0
96,94;38.82849912;0.405317682;1.394454108;1.897993311;14.73221265;10.83603162;142.306778;0
92,32;38.42950803;0.737256095;2.32774885;2.280100334;19.31487821;9.658808485;100.2933386;0
84,45;33.64841392;2.633667766;12.43219651;7.752508361;35.20039077;5.150902617;27.27294267;1
89,80;41.23946066;0.691220964;1.253321343;5.403846154;27.19138079;5.795924743;36.51868013;0
77,51;38.61104038;1.895567722;6.257880149;18.22073579;48.4371617;2.907536063;8.276427128;1
65,58;33.34727532;2.351981687;9.971397801;6.403846154;31.10990258;5.646217665;33.64550365;1
69,80;39.13525412;1.575813416;4.686156925;4.503344482;28.02717546;6.969244435;50.08877144;1
80,85;42.48438865;1.727363029;4.155505222;18.74331104;52.96375201;2.858017126;7.055142648;1
95,41;50.22924437;0.740939491;0.713137376;22.29598662;59.24229781;2.547417593;5.058853943;1
35,18;26.17979708;5.374898;39.85083356;15.74247492;52.62431279;3.477182127;10.83941966;1
87,73;39.29967296;0.576202112;1.603801436;2.035953177;13.30160343;11.58475527;175.4454194;0
52,30;39.5044221;2.605324187;9.256108689;39.7090301;72.78769893;1.601763052;1.091596973;1
64,66;37.14823295;2.30327916;8.67261914;39.63795987;64.43827409;1.582029261;1.462231647;1
63,52;36.95647035;2.60713497;9.659262626;44.24331104;63.37556077;1.428221807;1.258049441;1
93,80;54.15218131;0.855156556;0.583551843;1.592809365;11.55359397;12.58566103;218.6117888;0
98,83;44.22847453;1.01242898;1.526599702;16.86204013;51.1758415;3.084054387;8.372713105;1
29,41;37.29096688;3.5207118;13.48457498;55.07274247;69.81114438;1.072309676;0.105186717;1
77,01;47.94047352;1.236140289;1.925759578;22.07525084;55.06049597;2.468206375;4.924128865;1
86,00;43.32165307;0.923664996;1.671468215;16.78177258;49.50945015;2.919011219;7.441883916;1
83,16;45.66330196;1.448609429;3.001362527;24.69899666;61.10525788;2.35184019;4.160649929;1
64,45;46.45290952;2.723048039;7.110333502;97.77090301;64.29911048;1.093908067;-0.047664164;1
21,85;32.90328865;5.435666216;31.2568822;103.2550167;79.73912954;0.102797576;-1.108933123;1
78,82;38.91124388;0.647504571;2.047392789;2.030936455;15.26652445;10.13082403;121.4293594;0
34,96;36.16312917;4.370479957;21.30250631;108.7583612;63.77693651;0.923271607;-0.375506487;1
61,72;32.30154251;2.266660549;11.18402964;14.74916388;47.31498689;3.201231706;9.087746535;1
45,70;30.71628217;4.486929377;27.46318845;34.89799331;72.41539612;1.913165862;2.162583529;1
95,80;45.62449633;0.483252926;0.727714998;2.607023411;16.52537577;9.152093194;99.67816117;0
97,06;42.75835993;0.926459987;2.125474964;10.4590301;41.06904408;4.060036602;15.78317608;0
78,81;39.844375;0.642719689;1.847020689;7.369565217;31.83533948;4.443386839;19.40842021;0
43,39;40.68346454;3.49042398;12.54182148;50.21655518;67.85578175;1.280288544;0.646120509;1
71,40;47.29517349;1.317459045;2.340411994;17.1145485;46.86283003;3.070346153;9.405187883;1
42,26;61.14407245;2.34405188;4.293383219;80.95568562;61.02445266;0.73754137;0.21772231;1
21,80;41.3561814;3.967173195;16.0126981;58.32692308;64.92494492;1.506915694;1.256135437;1
20,59;38.95099633;4.107440317;17.45892291;61.43645485;66.93227852;1.363742553;0.809833128;1
80,11;42.47521968;0.881263155;2.167457912;1.286789298;13.42764057;13.79737357;214.9782001;0
75,55;44.96748975;1.906108429;4.063128989;26.87625418;57.57231664;2.250798135;4.096560177;1
43,90;37.35238443;3.253270895;13.42951737;15.42892977;46.0383997;3.119052514;8.983716247;1
18,42;31.73242855;5.734184572;34.56811951;69.44230769;69.64844244;0.821274273;-0.059284769;1
60,62;36.95290945;1.990752996;6.657364325;20.83946488;55.8778767;2.743936695;6.5001087;1
68,36;31.90849573;2.165211405;9.422734163;11.73662207;41.62216612;4.044943826;16.25307424;1
91,45;35.07487718;0.855334217;3.300723046;1.356187291;15.93386898;12.80010163;170.9928143;0
86,07;36.86020542;0.744174416;2.381968181;1.858695652;16.17336883;10.73618677;129.9147505;0
29,46;45.86595659;3.272950909;10.5837557;50.40719064;59.84988676;1.423430575;1.427973973;1
95,37;39.30049918;0.412284211;1.562733153;2.740802676;17.9784721;8.419243034;84.2498782;0
78,80;36.80439397;1.040156545;3.41016387;8.305183946;36.19066021;4.576221223;20.35254663;0
31,04;42.81617728;3.486639541;12.31109378;62.26003344;67.15053305;0.962186077;0.008609376;1
92,73;34.77280825;0.528673362;2.747318785;0.740802676;11.64424043;19.02226595;390.8721181;0
51,71;39.71207946;2.985915188;11.68234324;23.57608696;52.76219823;2.514542991;5.839642594;1
63,24;43.55021277;1.787203566;5.171780751;3.669732441;22.39050922;7.336994608;59.84396716;1
83,08;37.21277699;0.734418156;2.713111233;1.557692308;14.1447669;11.73491727;159.8168356;0
21,16;32.83991414;5.038659359;27.73543276;99.29598662;77.89049438;0.178098694;-1.004648753;1
70,13;37.18324556;2.219011921;7.845536994;62.51254181;74.01761751;0.96856241;-0.1788026;1
39,26;28.48169535;4.726427479;30.86717048;26.42391304;57.15600955;2.125852865;3.489888559;1
80,11;42.64538266;1.615938765;3.838795067;34.99247492;70.96222871;1.825811098;1.856704432;1
54,26;41.58223142;2.979317847;10.13826609;159.611204;64.79219555;-0.9365192;0.093108123;1
60,41;43.64944289;2.735270575;7.695856564;178.7006689;75.10933413;-1.283502152;0.482473988;1
93,27;51.75720283;0.742549054;0.474389138;187.4740803;60.76320752;-2.269474278;4.231114001;0
90,07;45.28299619;0.768028323;0.83413215;1.100334448;12.16456144;13.9498853;226.0178042;0
71,84;41.58458574;1.36749263;3.81361683;2.822742475;21.74414967;8.886982961;83.68346619;1
91,84;42.76147093;0.981031627;2.209713446;6.798494983;34.33603903;5.359597043;28.41143361;1
17,70;42.53038608;4.066787133;15.91026828;106.9673913;61.16253723;0.334178243;-0.307712479;1
43,29;34.76509392;3.538731158;15.06369943;15.84197324;43.87267924;3.143695728;9.908375578;1
82,96;36.21364607;0.743457277;2.795152228;1.473244147;12.45467179;12.23927826;188.5186018;0
51,10;37.34129748;2.838736612;10.16609232;2.951505017;18.39816924;8.914529612;90.29637299;1
27,63;30.66018387;6.270232875;42.85890151;64.72575251;66.06538799;1.205214894;0.745529302;1
67,57;54.79217605;2.080023822;3.50914516;43.18729097;63.33319576;1.694861154;1.962960382;1
83,80;47.155885;1.018197305;1.775732068;4.015886288;25.98154571;6.826006627;47.3489791;0
38,84;60.23881864;2.409113748;4.694510938;90.63712375;55.42048533;0.741363677;0.459213896;1
87,40;44.42872449;1.118027124;1.945320906;19.08946488;52.50629384;2.921471061;7.584978339;1
75,67;34.26416436;0.901418216;4.390239774;0.385451505;8.118752131;27.45067265;822.3090522;0
66,77;58.20628924;1.838734065;2.41493918;73.64381271;80.67349376;0.649639086;-0.918078374;1
64,27;52.7019501;1.816040308;2.628986771;64.56521739;81.38336707;0.895259543;-0.633357674;1
78,04;36.6683622;1.495679865;4.648232557;2.382943144;20.39092468;9.493185218;94.47134361;1
88,45;36.45735081;0.503574794;2.293390778;3.183110368;22.09168526;7.470396264;58.54365829;0
24,21;28.9767289;5.72382902;37.23975995;87.5735786;71.44373868;0.791076439;-0.186095272;1
61,92;48.35975363;1.952635992;4.118813652;38.60367893;72.19585115;1.575609859;0.916430576;1
91,56;40.51518812;1.223065542;3.486076514;6.498327759;32.41362327;5.559204264;31.57352327;1
21,77;39.41456036;4.336827248;19.17344236;78.89297659;51.95236998;1.512810897;1.675203328;1
47,94;39.75604317;3.198624693;12.6268414;14.94147157;44.21929525;3.430628165;11.83681115;1
55,93;49.10562334;2.46377416;6.404772629;28.05602007;55.8629418;2.164703891;3.866140697;1
74,12;51.94763305;1.738493959;2.645528543;9.326923077;35.35424141;4.593520548;21.91707398;1
61,07;52.7226208;1.908949655;3.442102757;16.66555184;50.41876659;3.078327672;8.30819942;0
91,18;36.73882347;0.725190134;2.218225958;1.857023411;11.72506074;11.8417002;203.0856945;0
88,18;36.19790084;0.450548023;2.541426843;2.035117057;14.67942059;9.699838062;115.644574;0
89,98;51.25304631;0.461996064;0.037572121;24.5041806;58.82216964;2.307420808;4.000527262;0
39,48;40.40768499;3.617343951;13.5868907;17.57274247;46.45606648;2.936264579;8.414207098;1
76,28;33.81635549;1.142037416;4.804595738;4.350334448;23.21486466;6.653721798;50.24788755;0
45,43;29.51050756;4.256673392;24.71317852;21.31438127;52.65820083;2.971689457;8.159988565;1
80,23;51.93136762;1.488528618;2.243387011;34.07943144;74.88920163;1.973815641;2.260696163;1
89,92;43.14141162;0.76791154;1.59853819;1.429765886;16.22080862;12.62556139;168.144427;1
50,37;29.45676681;3.411557128;19.18811773;2.994147157;21.88631617;8.284255921;72.02723983;1
85,40;44.20271836;1.34845305;3.693909489;11.95401338;44.68897037;3.864755838;14.07733523;1
64,48;35.55057673;2.381897034;9.960942887;12.21906355;41.20937855;3.938264667;15.81185891;1
53,72;43.47933013;2.744515077;8.742341031;9.846153846;37.547692;4.358590867;19.43917792;1
83,02;35.62619841;0.76620027;3.220728396;5.429765886;23.44721354;5.463177314;34.7873445;0
52,97;31.44636741;3.410426087;16.8392536;41.16889632;67.29030281;1.648879653;1.635625493;1
76,95;39.99673983;2.180057856;6.701225373;35.3729097;62.64764289;1.833560009;2.580722771;1
54,56;39.64722366;2.516804464;8.391360157;58.12123746;77.91483763;1.102884299;-0.131104436;1
64,51;45.29572898;2.40134034;6.693899684;9.321906355;37.2750675;4.472868643;20.46710799;1
60,21;50.80041405;2.021413855;4.14043647;23.73411371;55.5738793;2.424503025;5.009978722;1
91,46;45.06885398;0.929146803;1.648438594;4.748327759;28.60209149;6.564422662;44.24768486;1
71,94;38.1859656;1.911070577;5.521995558;14.90719064;45.99168074;3.295937555;10.25347973;1
77,09;43.39193246;1.620462497;4.146347512;10.59615385;43.98006106;4.322443603;17.86023468;1
98,74;42.27112011;0.495653744;0.889844035;2.693979933;21.09347719;8.628129428;77.79632194;0
41,88;30.85186914;4.354406774;24.08536794;14.19899666;41.9806716;3.295862343;10.92050312;1
97,20;46.09925748;0.45723275;0.778269372;4.565217391;21.86305647;6.092642528;43.5169649;0
52,09;41.44205999;2.754759447;9.43325125;8.00083612;32.4283491;4.80555849;24.79350313;1
54,51;35.7617979;3.291811291;14.7187148;24.07441472;57.79839238;2.442852563;4.852352898;1
90,05;39.21879902;0.495529161;1.560177138;5.798494983;31.30677368;5.760134736;33.46156329;0
97,55;43.95965113;0.452423299;0.483278618;2.785117057;16.85288933;8.810664269;98.34260367;0
32,34;27.61239461;5.466081293;36.44800254;52.37876254;72.14779181;1.300906485;0.598414701;1
25,88;36.65549072;4.353534701;19.41923002;90.7132107;65.61180195;0.341897847;-0.528906172;1
69,79;36.46909058;2.518310817;9.154545696;24.26672241;57.18585784;2.341589875;4.382928529;1
60,70;31.76927549;3.313739102;16.68021966;8.569397993;32.9654126;5.150714223;29.13568299;1
97,48;39.20597946;1.126580137;2.658354947;4.901337793;28.06690463;6.428449456;42.9895902;1
98,38;43.66297078;0.434084252;0.598112928;1.862876254;18.07586927;10.77505069;122.4319702;0
76,05;48.4383159;1.556953438;2.913279964;15.24414716;44.70096395;3.087893349;8.995598149;1
76,04;39.01390024;1.434969928;4.490879432;8.325250836;39.12464514;4.763161186;21.51571145;1
87,41;41.59090899;0.925258834;2.455586025;1.032608696;11.65386124;14.67481063;252.1525486;0
58,68;64.90147986;1.522530818;1.285979711;98.75083612;70.34203198;0.742129983;-0.787187143;0
84,13;74.45755619;0.694280229;-0.96507662;98.49665552;50.69854004;1.170048352;0.858231831;0
58,95;67.01012743;1.502351242;1.214875894;109.1948161;61.67060796;0.594814029;-0.888181661;0
58,29;64.09272486;1.518781895;1.282972152;98.96488294;74.79158626;0.69418283;-0.956568161;0
59,20;66.46067439;1.507330554;1.232719234;104.5944816;75.20402752;0.517452559;-1.190765047;0
62,97;45.83444009;2.655383164;8.173755039;16.56103679;50.02722122;3.396264257;10.97318827;1
86,91;28.69871445;1.183029292;8.367704063;2.281772575;13.64725347;9.443741548;123.6263965;0
73,48;46.71321495;1.850355445;4.574529137;7.286789298;37.19435791;5.099236357;24.67882618;0
97,08;49.27658061;0.592437886;0.297320411;1.79264214;16.08278581;10.10243677;112.0144556;0
81,23;41.57940725;1.321745334;3.414827074;3.391304348;24.44423846;7.773896684;62.38864946;1
94,78;40.83770039;0.667646326;1.629132225;2.795150502;15.2961515;8.152504189;88.52777451;0
91,16;47.70691403;1.185745396;1.649616672;13.96822742;45.34578032;3.324040394;10.19778543;1
32,95;28.91509894;5.367896009;36.06979279;25.26337793;60.78216516;2.378192442;4.444621198;1
56,45;30.81923319;2.494925781;13.44273029;5.030100334;29.73690258;6.222109338;38.8527305;1
59,60;30.87179635;2.690716985;13.8322474;8.371237458;38.42752779;4.8938503;23.3556497;1
49,01;32.51237651;3.953518879;20.34046798;14.65301003;46.73241804;3.470588382;11.44099546;1
26,94;32.13199097;4.92841228;27.05705636;47.20986622;63.08305511;1.480079094;1.386698337;1
82,14;37.99069261;0.374417636;2.13212534;1.22909699;10.30971988;15.34639426;323.4298606;0
96,89;41.94103643;0.541086405;1.017400825;6.648829431;31.69720492;5.053809462;25.65690275;0
86,37;36.47941866;0.851337465;2.353828928;4.346989967;24.86792872;6.22544446;40.66561421;0
52,61;44.63606907;2.831533853;8.356597472;16.20234114;46.5640767;3.089334477;8.901838965;1
30,84;48.74275224;3.11998017;9.41460999;135.777592;47.29665893;0.286947639;0.862177637;1
86,99;37.72298207;0.715695919;1.845347858;2.118729097;13.67128244;10.11923114;137.9554881;0
94,77;48.13948075;0.560923105;0.438904455;12.72826087;46.58635206;3.735397049;12.95735422;1
37,60;43.59406852;3.207215591;10.73454239;49.27173913;70.17710923;1.214005526;0.316266658;1
81,62;43.77911908;0.883339918;1.759305663;6.045150502;29.85482659;5.589563407;33.18246438;1
80,88;42.14328629;1.431001837;3.991394903;4.910535117;29.8399497;6.65196158;44.66089517;1
19,23;30.55514594;5.933759368;37.41266332;41.64715719;65.37148221;1.655019308;1.852770607;1
92,63;46.42565816;0.628131759;0.426402407;2.629598662;17.87837281;8.332509902;78.92113615;0
66,85;58.08803796;1.802132263;2.232983407;67.02090301;80.61287231;0.841739875;-0.637751734;1
55,38;30.77111092;3.857607027;21.10991985;32.47491639;68.85065904;1.981252934;2.482175712;1
75,09;39.7215774;0.986624227;2.123643591;1.670568562;13.77707744;10.81636569;144.2802082;0
81,52;41.0909784;1.000611025;2.116332148;1.777591973;13.29661735;12.28070833;188.6660623;0
99,42;38.05148843;0.139083883;1.321676309;2.132943144;13.5783944;10.01307395;134.101531;0
81,00;47.75359934;1.545844067;3.064840006;21.17140468;53.31629183;2.920963042;8.090377829;1
45,95;28.11690422;4.720774703;28.36968049;19.48076923;54.24102778;3.013749832;8.21314785;1
88,09;38.27663237;0.687262336;1.737336418;4.008361204;25.77844755;7.122419967;52.70094247;0
91,92;49.76297089;0.455257072;0.024737875;1.863712375;15.74835515;10.57315364;127.9219451;0
74,49;36.70830885;1.115460054;3.40705721;0.45819398;9.046189062;23.07772417;581.6187764;0
69,34;34.9498385;1.52739993;6.204588064;8.514214047;36.16922737;4.5181213;20.17417263;1
93,52;37.71189807;0.350694226;1.5103959;1.969063545;14.78145858;9.597711523;112.5278594;0
80,63;43.7539284;1.686092729;3.699361575;80.40133779;80.4149011;0.54676193;-0.871083937;1
92,44;41.22399749;0.721224027;1.367631502;2.515886288;16.16192877;8.527194319;87.47116837;0
25,78;29.41856809;6.394198085;44.77445582;26.16722408;55.69598074;2.412768104;5.322083979;1
66,26;46.28972046;1.627878491;3.697592132;7.274247492;33.4068871;5.177427247;27.83718927;1
88,51;45.57600042;1.200520328;2.683833167;7.737458194;36.24080511;4.826975833;22.50866141;1
95,80;40.20748115;0.42055333;1.455528766;2.43729097;19.79282954;9.020063068;84.68609146;0
96,51;53.98871353;0.486351002;-0.419461005;5.286789298;26.04370894;5.642359123;34.46885871;0
83,16;38.85907579;0.837233809;1.988988286;2.929765886;17.79063722;7.750975122;71.9449268;1
80,28;36.89786103;0.948061938;2.766860712;0.727424749;11.20854087;18.49844633;371.1933415;0
78,30;37.59059045;0.853948959;2.705791608;3.407190635;23.94706918;7.575222942;59.53836356;0
82,22;43.69799364;1.63917658;3.889400357;14.29598662;49.78162363;3.583205806;11.65152623;1
